customer_id,customer_code,first_name,last_name,email,phone,city,state,country,segment,signup_date
39,CUST00039,Cust39,User,cust39@gmail.com,9624636385,Mumbai,Maharashtra,India,Consumer,2022-10-26
40,CUST00040,Cust40,User,cust40@gmail.com,9992994062,Delhi,Delhi,India,Corporate,2023-01-14
41,CUST00041,Cust41,User,cust41@gmail.com,9358633898,Kolkata,West Bengal,India,Home Office,2021-04-29
42,CUST00042,Cust42,User,cust42@gmail.com,9885879795,Delhi,Delhi,India,Corporate,2021-06-25
43,CUST00043,Cust43,User,cust43@gmail.com,9922308461,Delhi,Delhi,India,Consumer,2023-12-27
44,CUST00044,Cust44,User,cust44@gmail.com,9690347116,Bengaluru,Karnataka,India,Consumer,2023-09-01
45,CUST00045,Cust45,User,cust45@gmail.com,9751325257,Chennai,Tamil Nadu,India,Corporate,2023-12-17
46,CUST00046,Cust46,User,cust46@gmail.com,9865523129,Kolkata,West Bengal,India,Corporate,2022-02-16
47,CUST00047,Cust47,User,cust47@gmail.com,9570406376,Hyderabad,Telangana,India,Home Office,2023-02-04
48,CUST00048,Cust48,User,cust48@gmail.com,9366186631,Jaipur,Rajasthan,India,Consumer,2021-09-05
49,CUST00049,Cust49,User,cust49@gmail.com,9122585366,Delhi,Delhi,India,Home Office,2022-11-24
50,CUST00050,Cust50,User,cust50@gmail.com,9107721109,Kolkata,West Bengal,India,Consumer,2022-03-28
51,CUST00051,Cust51,User,cust51@gmail.com,9172370545,Mumbai,Maharashtra,India,Consumer,2022-04-14
52,CUST00052,Cust52,User,cust52@gmail.com,9652070932,Pune,Maharashtra,India,Consumer,2021-05-26
53,CUST00053,Cust53,User,cust53@gmail.com,9330035022,Chennai,Tamil Nadu,India,Home Office,2023-09-22
54,CUST00054,Cust54,User,cust54@gmail.com,9360916298,Bengaluru,Karnataka,India,Corporate,2023-08-27
55,CUST00055,Cust55,User,cust55@gmail.com,9201281557,Hyderabad,Telangana,India,Consumer,2022-01-25
56,CUST00056,Cust56,User,cust56@gmail.com,9554814084,Hyderabad,Telangana,India,Corporate,2022-12-27
57,CUST00057,Cust57,User,cust57@gmail.com,9823019672,Jaipur,Rajasthan,India,Home Office,2021-04-21
58,CUST00058,Cust58,User,cust58@gmail.com,9532311310,Delhi,Delhi,India,Home Office,2021-05-05
59,CUST00059,Cust59,User,cust59@gmail.com,9366992705,Pune,Maharashtra,India,Consumer,2021-08-12
60,CUST00060,Cust60,User,cust60@gmail.com,9250519597,Kolkata,West Bengal,India,Corporate,2023-07-08
61,CUST00061,Cust61,User,cust61@gmail.com,9596743109,Bengaluru,Karnataka,India,Consumer,2022-07-25
62,CUST00062,Cust62,User,cust62@gmail.com,9967607278,Delhi,Delhi,India,Home Office,2023-06-27
63,CUST00063,Cust63,User,cust63@gmail.com,9800235246,Delhi,Delhi,India,Home Office,2021-04-14
64,CUST00064,Cust64,User,cust64@gmail.com,9909134796,Mumbai,Maharashtra,India,Consumer,2021-07-11
65,CUST00065,Cust65,User,cust65@gmail.com,9621453189,Bengaluru,Karnataka,India,Corporate,2023-04-13
66,CUST00066,Cust66,User,cust66@gmail.com,9162959284,Kolkata,West Bengal,India,Consumer,2023-04-02
67,CUST00067,Cust67,User,cust67@gmail.com,9519212169,Hyderabad,Telangana,India,Corporate,2021-01-05
68,CUST00068,Cust68,User,cust68@gmail.com,9554200826,Jaipur,Rajasthan,India,Home Office,2022-08-08
69,CUST00069,Cust69,User,cust69@gmail.com,9303901283,Jaipur,Rajasthan,India,Corporate,2021-11-14
70,CUST00070,Cust70,User,cust70@gmail.com,9721890096,Kolkata,West Bengal,India,Home Office,2021-04-30
71,CUST00071,Cust71,User,cust71@gmail.com,9161380746,Mumbai,Maharashtra,India,Consumer,2022-10-05
72,CUST00072,Cust72,User,cust72@gmail.com,9670292350,Jaipur,Rajasthan,India,Consumer,2023-10-27
73,CUST00073,Cust73,User,cust73@gmail.com,9186019028,Mumbai,Maharashtra,India,Consumer,2023-11-07
74,CUST00074,Cust74,User,cust74@gmail.com,9825003955,Delhi,Delhi,India,Consumer,2021-05-20
75,CUST00075,Cust75,User,cust75@gmail.com,9711684318,Hyderabad,Telangana,India,Consumer,2021-09-03
76,CUST00076,Cust76,User,cust76@gmail.com,9550139320,Mumbai,Maharashtra,India,Home Office,2021-06-17
77,CUST00077,Cust77,User,cust77@gmail.com,9319321646,Pune,Maharashtra,India,Home Office,2022-06-19
78,CUST00078,Cust78,User,cust78@gmail.com,9385201412,Pune,Maharashtra,India,Corporate,2022-05-04
79,CUST00079,Cust79,User,cust79@gmail.com,9590941149,Bengaluru,Karnataka,India,Corporate,2022-09-07
80,CUST00080,Cust80,User,cust80@gmail.com,9592080329,Delhi,Delhi,India,Home Office,2021-01-20
81,CUST00081,Cust81,User,cust81@gmail.com,9677280546,Delhi,Delhi,India,Consumer,2021-05-31
82,CUST00082,Cust82,User,cust82@gmail.com,9474745382,Chennai,Tamil Nadu,India,Consumer,2021-09-29
83,CUST00083,Cust83,User,cust83@gmail.com,9406002884,Kolkata,West Bengal,India,Consumer,2023-01-27
84,CUST00084,Cust84,User,cust84@gmail.com,9756783995,Jaipur,Rajasthan,India,Home Office,2022-09-12
85,CUST00085,Cust85,User,cust85@gmail.com,9812308209,Mumbai,Maharashtra,India,Consumer,2022-09-06
86,CUST00086,Cust86,User,cust86@gmail.com,9223940587,Bengaluru,Karnataka,India,Consumer,2022-06-26
87,CUST00087,Cust87,User,cust87@gmail.com,9402533494,Bengaluru,Karnataka,India,Home Office,2022-07-12
88,CUST00088,Cust88,User,cust88@gmail.com,9318610946,Kolkata,West Bengal,India,Home Office,2022-12-04
89,CUST00089,Cust89,User,cust89@gmail.com,9624557080,Chennai,Tamil Nadu,India,Corporate,2023-11-02
90,CUST00090,Cust90,User,cust90@gmail.com,9781057736,Mumbai,Maharashtra,India,Corporate,2021-07-09
91,CUST00091,Cust91,User,cust91@gmail.com,9103807155,Chennai,Tamil Nadu,India,Corporate,2021-04-01
92,CUST00092,Cust92,User,cust92@gmail.com,9273497327,Bengaluru,Karnataka,India,Home Office,2022-06-21
93,CUST00093,Cust93,User,cust93@gmail.com,9702269164,Jaipur,Rajasthan,India,Consumer,2023-05-26
94,CUST00094,Cust94,User,cust94@gmail.com,9841976666,Delhi,Delhi,India,Consumer,2021-06-04
95,CUST00095,Cust95,User,cust95@gmail.com,9725464884,Mumbai,Maharashtra,India,Home Office,2023-01-27
96,CUST00096,Cust96,User,cust96@gmail.com,9236843584,Bengaluru,Karnataka,India,Consumer,2023-05-31
97,CUST00097,Cust97,User,cust97@gmail.com,9954829815,Chennai,Tamil Nadu,India,Consumer,2023-01-17
98,CUST00098,Cust98,User,cust98@gmail.com,9832363533,Pune,Maharashtra,India,Consumer,2022-03-07
99,CUST00099,Cust99,User,cust99@gmail.com,9937643439,Delhi,Delhi,India,Home Office,2022-12-26
100,CUST00100,Cust100,User,cust100@gmail.com,9354194771,Hyderabad,Telangana,India,Consumer,2021-11-13
101,CUST00101,Cust101,User,cust101@gmail.com,9126614158,Bengaluru,Karnataka,India,Consumer,2023-04-25
102,CUST00102,Cust102,User,cust102@gmail.com,9961393416,Pune,Maharashtra,India,Home Office,2023-04-24
103,CUST00103,Cust103,User,cust103@gmail.com,9270937380,Kolkata,West Bengal,India,Home Office,2022-07-01
104,CUST00104,Cust104,User,cust104@gmail.com,9141580226,Delhi,Delhi,India,Corporate,2023-02-23
105,CUST00105,Cust105,User,cust105@gmail.com,9976803188,Kolkata,West Bengal,India,Corporate,2022-02-13
106,CUST00106,Cust106,User,cust106@gmail.com,9981044229,Pune,Maharashtra,India,Consumer,2022-09-18
107,CUST00107,Cust107,User,cust107@gmail.com,9808705238,Kolkata,West Bengal,India,Consumer,2021-02-18
108,CUST00108,Cust108,User,cust108@gmail.com,9399147754,Hyderabad,Telangana,India,Consumer,2022-11-04
109,CUST00109,Cust109,User,cust109@gmail.com,9788785773,Chennai,Tamil Nadu,India,Home Office,2022-12-21
110,CUST00110,Cust110,User,cust110@gmail.com,9129635852,Hyderabad,Telangana,India,Consumer,2022-11-10
111,CUST00111,Cust111,User,cust111@gmail.com,9723403479,Chennai,Tamil Nadu,India,Corporate,2022-01-01
112,CUST00112,Cust112,User,cust112@gmail.com,9740563507,Mumbai,Maharashtra,India,Corporate,2021-08-11
113,CUST00113,Cust113,User,cust113@gmail.com,9568574364,Pune,Maharashtra,India,Home Office,2022-10-05
114,CUST00114,Cust114,User,cust114@gmail.com,9719106699,Delhi,Delhi,India,Consumer,2023-02-28
115,CUST00115,Cust115,User,cust115@gmail.com,9861052404,Chennai,Tamil Nadu,India,Corporate,2021-04-01
116,CUST00116,Cust116,User,cust116@gmail.com,9965984448,Mumbai,Maharashtra,India,Home Office,2023-12-01
117,CUST00117,Cust117,User,cust117@gmail.com,9563102056,Kolkata,West Bengal,India,Consumer,2023-01-16
118,CUST00118,Cust118,User,cust118@gmail.com,9812306873,Pune,Maharashtra,India,Consumer,2022-10-05
119,CUST00119,Cust119,User,cust119@gmail.com,9432091877,Chennai,Tamil Nadu,India,Home Office,2023-11-05
120,CUST00120,Cust120,User,cust120@gmail.com,9532074125,Hyderabad,Telangana,India,Home Office,2022-10-31
121,CUST00121,Cust121,User,cust121@gmail.com,9305986733,Chennai,Tamil Nadu,India,Corporate,2021-09-18
122,CUST00122,Cust122,User,cust122@gmail.com,9760904107,Hyderabad,Telangana,India,Home Office,2021-12-23
123,CUST00123,Cust123,User,cust123@gmail.com,9688343096,Chennai,Tamil Nadu,India,Consumer,2023-04-12
124,CUST00124,Cust124,User,cust124@gmail.com,9325681936,Chennai,Tamil Nadu,India,Corporate,2022-08-11
125,CUST00125,Cust125,User,cust125@gmail.com,9574364121,Pune,Maharashtra,India,Corporate,2023-08-11
126,CUST00126,Cust126,User,cust126@gmail.com,9608079792,Kolkata,West Bengal,India,Home Office,2023-11-13
127,CUST00127,Cust127,User,cust127@gmail.com,9404713332,Bengaluru,Karnataka,India,Home Office,2021-06-23
128,CUST00128,Cust128,User,cust128@gmail.com,9978775497,Pune,Maharashtra,India,Consumer,2021-07-11
129,CUST00129,Cust129,User,cust129@gmail.com,9966040317,Chennai,Tamil Nadu,India,Consumer,2022-04-06
130,CUST00130,Cust130,User,cust130@gmail.com,9149621604,Bengaluru,Karnataka,India,Consumer,2021-02-20
131,CUST00131,Cust131,User,cust131@gmail.com,9588999385,Jaipur,Rajasthan,India,Corporate,2021-05-30
132,CUST00132,Cust132,User,cust132@gmail.com,9630833445,Kolkata,West Bengal,India,Corporate,2023-02-26
133,CUST00133,Cust133,User,cust133@gmail.com,9804436922,Kolkata,West Bengal,India,Home Office,2021-10-30
134,CUST00134,Cust134,User,cust134@gmail.com,9935822550,Mumbai,Maharashtra,India,Corporate,2021-08-07
135,CUST00135,Cust135,User,cust135@gmail.com,9963406382,Kolkata,West Bengal,India,Home Office,2021-12-27
136,CUST00136,Cust136,User,cust136@gmail.com,9698509918,Jaipur,Rajasthan,India,Consumer,2021-04-13
137,CUST00137,Cust137,User,cust137@gmail.com,9243171768,Delhi,Delhi,India,Corporate,2023-07-24
138,CUST00138,Cust138,User,cust138@gmail.com,9757830420,Pune,Maharashtra,India,Home Office,2023-06-26
139,CUST00139,Cust139,User,cust139@gmail.com,9270894498,Hyderabad,Telangana,India,Home Office,2023-07-03
140,CUST00140,Cust140,User,cust140@gmail.com,9378304807,Jaipur,Rajasthan,India,Consumer,2023-07-11
141,CUST00141,Cust141,User,cust141@gmail.com,9620332086,Chennai,Tamil Nadu,India,Home Office,2023-12-04
142,CUST00142,Cust142,User,cust142@gmail.com,9572309605,Kolkata,West Bengal,India,Consumer,2022-07-17
143,CUST00143,Cust143,User,cust143@gmail.com,9391751878,Chennai,Tamil Nadu,India,Corporate,2022-04-26
144,CUST00144,Cust144,User,cust144@gmail.com,9248578017,Pune,Maharashtra,India,Consumer,2021-06-15
145,CUST00145,Cust145,User,cust145@gmail.com,9845122940,Kolkata,West Bengal,India,Consumer,2023-02-24
146,CUST00146,Cust146,User,cust146@gmail.com,9545461013,Kolkata,West Bengal,India,Corporate,2021-05-12
147,CUST00147,Cust147,User,cust147@gmail.com,9546434187,Pune,Maharashtra,India,Consumer,2023-08-13
148,CUST00148,Cust148,User,cust148@gmail.com,9518197538,Kolkata,West Bengal,India,Home Office,2023-05-11
149,CUST00149,Cust149,User,cust149@gmail.com,9612153089,Mumbai,Maharashtra,India,Consumer,2023-02-19
150,CUST00150,Cust150,User,cust150@gmail.com,9909037759,Pune,Maharashtra,India,Corporate,2022-09-04
151,CUST00151,Cust151,User,cust151@gmail.com,9624232414,Hyderabad,Telangana,India,Consumer,2022-03-28
152,CUST00152,Cust152,User,cust152@gmail.com,9621454127,Chennai,Tamil Nadu,India,Consumer,2023-06-12
153,CUST00153,Cust153,User,cust153@gmail.com,9818197581,Hyderabad,Telangana,India,Home Office,2022-11-20
154,CUST00154,Cust154,User,cust154@gmail.com,9601856351,Hyderabad,Telangana,India,Consumer,2021-12-05
155,CUST00155,Cust155,User,cust155@gmail.com,9735540030,Mumbai,Maharashtra,India,Home Office,2023-03-18
156,CUST00156,Cust156,User,cust156@gmail.com,9790147183,Mumbai,Maharashtra,India,Corporate,2021-06-21
157,CUST00157,Cust157,User,cust157@gmail.com,9295130056,Bengaluru,Karnataka,India,Consumer,2023-08-04
158,CUST00158,Cust158,User,cust158@gmail.com,9451492250,Chennai,Tamil Nadu,India,Consumer,2023-02-16
159,CUST00159,Cust159,User,cust159@gmail.com,9462388455,Jaipur,Rajasthan,India,Corporate,2022-11-01
160,CUST00160,Cust160,User,cust160@gmail.com,9370874491,Chennai,Tamil Nadu,India,Consumer,2023-05-14
161,CUST00161,Cust161,User,cust161@gmail.com,9904258674,Jaipur,Rajasthan,India,Home Office,2021-02-09
162,CUST00162,Cust162,User,cust162@gmail.com,9340756713,Mumbai,Maharashtra,India,Home Office,2022-12-18
163,CUST00163,Cust163,User,cust163@gmail.com,9909851739,Delhi,Delhi,India,Consumer,2021-03-24
164,CUST00164,Cust164,User,cust164@gmail.com,9121882877,Kolkata,West Bengal,India,Home Office,2022-02-13
165,CUST00165,Cust165,User,cust165@gmail.com,9235528741,Bengaluru,Karnataka,India,Corporate,2022-05-04
166,CUST00166,Cust166,User,cust166@gmail.com,9599326438,Delhi,Delhi,India,Home Office,2022-03-23
167,CUST00167,Cust167,User,cust167@gmail.com,9280162221,Chennai,Tamil Nadu,India,Home Office,2023-01-26
168,CUST00168,Cust168,User,cust168@gmail.com,9433975497,Delhi,Delhi,India,Consumer,2021-12-02
169,CUST00169,Cust169,User,cust169@gmail.com,9718257024,Mumbai,Maharashtra,India,Home Office,2022-10-01
170,CUST00170,Cust170,User,cust170@gmail.com,9867741192,Hyderabad,Telangana,India,Consumer,2023-03-24
171,CUST00171,Cust171,User,cust171@gmail.com,9209415691,Delhi,Delhi,India,Home Office,2022-05-13
172,CUST00172,Cust172,User,cust172@gmail.com,9954942461,Chennai,Tamil Nadu,India,Home Office,2021-09-05
173,CUST00173,Cust173,User,cust173@gmail.com,9672030854,Mumbai,Maharashtra,India,Corporate,2022-12-13
174,CUST00174,Cust174,User,cust174@gmail.com,9643271261,Pune,Maharashtra,India,Home Office,2021-05-22
175,CUST00175,Cust175,User,cust175@gmail.com,9551034639,Pune,Maharashtra,India,Corporate,2021-01-26
176,CUST00176,Cust176,User,cust176@gmail.com,9488896443,Delhi,Delhi,India,Home Office,2023-06-07
177,CUST00177,Cust177,User,cust177@gmail.com,9567600762,Jaipur,Rajasthan,India,Consumer,2021-11-10
178,CUST00178,Cust178,User,cust178@gmail.com,9599154414,Chennai,Tamil Nadu,India,Corporate,2023-09-18
179,CUST00179,Cust179,User,cust179@gmail.com,9363598427,Chennai,Tamil Nadu,India,Consumer,2022-10-23
180,CUST00180,Cust180,User,cust180@gmail.com,9361846370,Chennai,Tamil Nadu,India,Corporate,2023-07-13
181,CUST00181,Cust181,User,cust181@gmail.com,9130816384,Hyderabad,Telangana,India,Corporate,2022-11-20
182,CUST00182,Cust182,User,cust182@gmail.com,9623502759,Pune,Maharashtra,India,Consumer,2022-01-08
183,CUST00183,Cust183,User,cust183@gmail.com,9465436049,Pune,Maharashtra,India,Corporate,2022-06-14
184,CUST00184,Cust184,User,cust184@gmail.com,9654724287,Chennai,Tamil Nadu,India,Consumer,2021-01-21
185,CUST00185,Cust185,User,cust185@gmail.com,9873174285,Delhi,Delhi,India,Corporate,2022-05-10
186,CUST00186,Cust186,User,cust186@gmail.com,9841536135,Jaipur,Rajasthan,India,Corporate,2022-05-08
187,CUST00187,Cust187,User,cust187@gmail.com,9951405188,Jaipur,Rajasthan,India,Consumer,2023-07-07
188,CUST00188,Cust188,User,cust188@gmail.com,9337937327,Delhi,Delhi,India,Corporate,2022-08-26
189,CUST00189,Cust189,User,cust189@gmail.com,9812921644,Kolkata,West Bengal,India,Home Office,2022-09-20
190,CUST00190,Cust190,User,cust190@gmail.com,9694287057,Pune,Maharashtra,India,Home Office,2023-08-28
191,CUST00191,Cust191,User,cust191@gmail.com,9900942073,Pune,Maharashtra,India,Home Office,2023-05-22
192,CUST00192,Cust192,User,cust192@gmail.com,9854684750,Pune,Maharashtra,India,Corporate,2022-12-22
193,CUST00193,Cust193,User,cust193@gmail.com,9369942642,Chennai,Tamil Nadu,India,Consumer,2022-09-20
194,CUST00194,Cust194,User,cust194@gmail.com,9438817025,Delhi,Delhi,India,Consumer,2022-01-30
195,CUST00195,Cust195,User,cust195@gmail.com,9332341238,Bengaluru,Karnataka,India,Home Office,2022-01-28
196,CUST00196,Cust196,User,cust196@gmail.com,9878017216,Jaipur,Rajasthan,India,Home Office,2022-07-21
197,CUST00197,Cust197,User,cust197@gmail.com,9994027897,Chennai,Tamil Nadu,India,Consumer,2021-07-25
198,CUST00198,Cust198,User,cust198@gmail.com,9487493096,Chennai,Tamil Nadu,India,Consumer,2022-04-11
199,CUST00199,Cust199,User,cust199@gmail.com,9860229059,Chennai,Tamil Nadu,India,Home Office,2021-01-29
200,CUST00200,Cust200,User,cust200@gmail.com,9148872110,Bengaluru,Karnataka,India,Consumer,2022-07-16
201,CUST00201,Cust201,User,cust201@gmail.com,9784907325,Chennai,Tamil Nadu,India,Corporate,2021-09-16
202,CUST00202,Cust202,User,cust202@gmail.com,9716396766,Delhi,Delhi,India,Corporate,2021-01-26
203,CUST00203,Cust203,User,cust203@gmail.com,9572949775,Jaipur,Rajasthan,India,Corporate,2023-09-08
204,CUST00204,Cust204,User,cust204@gmail.com,9371096600,Bengaluru,Karnataka,India,Corporate,2021-04-16
205,CUST00205,Cust205,User,cust205@gmail.com,9530256336,Delhi,Delhi,India,Corporate,2021-05-14
206,CUST00206,Cust206,User,cust206@gmail.com,9262915636,Delhi,Delhi,India,Consumer,2021-04-20
207,CUST00207,Cust207,User,cust207@gmail.com,9366493008,Chennai,Tamil Nadu,India,Consumer,2021-06-24
208,CUST00208,Cust208,User,cust208@gmail.com,9932894596,Hyderabad,Telangana,India,Home Office,2022-04-08
209,CUST00209,Cust209,User,cust209@gmail.com,9575368059,Hyderabad,Telangana,India,Corporate,2023-07-12
210,CUST00210,Cust210,User,cust210@gmail.com,9710561240,Hyderabad,Telangana,India,Home Office,2022-09-18
211,CUST00211,Cust211,User,cust211@gmail.com,9918982730,Mumbai,Maharashtra,India,Consumer,2021-07-23
212,CUST00212,Cust212,User,cust212@gmail.com,9809129316,Kolkata,West Bengal,India,Consumer,2022-06-26
213,CUST00213,Cust213,User,cust213@gmail.com,9286630878,Bengaluru,Karnataka,India,Home Office,2022-05-07
214,CUST00214,Cust214,User,cust214@gmail.com,9102873038,Delhi,Delhi,India,Corporate,2021-11-17
215,CUST00215,Cust215,User,cust215@gmail.com,9412737284,Jaipur,Rajasthan,India,Consumer,2023-08-21
216,CUST00216,Cust216,User,cust216@gmail.com,9859088046,Kolkata,West Bengal,India,Corporate,2022-08-14
217,CUST00217,Cust217,User,cust217@gmail.com,9838073939,Jaipur,Rajasthan,India,Consumer,2021-05-26
218,CUST00218,Cust218,User,cust218@gmail.com,9556489494,Chennai,Tamil Nadu,India,Consumer,2022-02-10
219,CUST00219,Cust219,User,cust219@gmail.com,9385220694,Kolkata,West Bengal,India,Consumer,2021-11-02
220,CUST00220,Cust220,User,cust220@gmail.com,9278158234,Delhi,Delhi,India,Corporate,2021-05-03
221,CUST00221,Cust221,User,cust221@gmail.com,9233523720,Chennai,Tamil Nadu,India,Corporate,2023-06-19
222,CUST00222,Cust222,User,cust222@gmail.com,9392322121,Chennai,Tamil Nadu,India,Home Office,2023-04-05
223,CUST00223,Cust223,User,cust223@gmail.com,9186373782,Jaipur,Rajasthan,India,Home Office,2023-06-16
224,CUST00224,Cust224,User,cust224@gmail.com,9888699799,Mumbai,Maharashtra,India,Corporate,2023-06-04
225,CUST00225,Cust225,User,cust225@gmail.com,9198061499,Chennai,Tamil Nadu,India,Consumer,2021-02-22
226,CUST00226,Cust226,User,cust226@gmail.com,9718740490,Mumbai,Maharashtra,India,Consumer,2022-07-06
227,CUST00227,Cust227,User,cust227@gmail.com,9657233178,Bengaluru,Karnataka,India,Home Office,2023-08-22
228,CUST00228,Cust228,User,cust228@gmail.com,9294872482,Jaipur,Rajasthan,India,Home Office,2022-07-24
229,CUST00229,Cust229,User,cust229@gmail.com,9197970787,Hyderabad,Telangana,India,Corporate,2023-10-05
230,CUST00230,Cust230,User,cust230@gmail.com,9457887167,Pune,Maharashtra,India,Corporate,2023-04-17
231,CUST00231,Cust231,User,cust231@gmail.com,9454123990,Delhi,Delhi,India,Corporate,2021-11-26
232,CUST00232,Cust232,User,cust232@gmail.com,9811443654,Jaipur,Rajasthan,India,Corporate,2022-08-14
233,CUST00233,Cust233,User,cust233@gmail.com,9194553481,Mumbai,Maharashtra,India,Corporate,2023-07-21
234,CUST00234,Cust234,User,cust234@gmail.com,9224469868,Chennai,Tamil Nadu,India,Corporate,2022-10-25
235,CUST00235,Cust235,User,cust235@gmail.com,9543721204,Mumbai,Maharashtra,India,Consumer,2023-08-05
236,CUST00236,Cust236,User,cust236@gmail.com,9488457631,Kolkata,West Bengal,India,Home Office,2023-11-28
237,CUST00237,Cust237,User,cust237@gmail.com,9916033628,Jaipur,Rajasthan,India,Consumer,2023-06-25
238,CUST00238,Cust238,User,cust238@gmail.com,9689720101,Kolkata,West Bengal,India,Consumer,2022-07-01
239,CUST00239,Cust239,User,cust239@gmail.com,9849740261,Chennai,Tamil Nadu,India,Corporate,2023-06-17
240,CUST00240,Cust240,User,cust240@gmail.com,9776481264,Delhi,Delhi,India,Home Office,2021-03-01
241,CUST00241,Cust241,User,cust241@gmail.com,9433665422,Kolkata,West Bengal,India,Home Office,2021-11-21
242,CUST00242,Cust242,User,cust242@gmail.com,9200082623,Mumbai,Maharashtra,India,Consumer,2023-04-16
243,CUST00243,Cust243,User,cust243@gmail.com,9226128312,Delhi,Delhi,India,Home Office,2023-08-04
244,CUST00244,Cust244,User,cust244@gmail.com,9869446962,Bengaluru,Karnataka,India,Corporate,2023-10-18
245,CUST00245,Cust245,User,cust245@gmail.com,9996278008,Chennai,Tamil Nadu,India,Corporate,2023-05-01
246,CUST00246,Cust246,User,cust246@gmail.com,9590470737,Jaipur,Rajasthan,India,Home Office,2022-05-15
247,CUST00247,Cust247,User,cust247@gmail.com,9304666325,Bengaluru,Karnataka,India,Home Office,2023-02-25
